AC,8.904092
AL,5.985100
AM,4.131496
AP,2.994305
BA,7.024997
CE,7.912785
DF,3.815092
ES,8.127173
GO,6.440228
MA,4.693137
MG,8.308601
MS,8.133727
MT,7.763312
PA,3.135458
PB,8.624534
PE,5.707284
PI,8.117595
PR,8.275468
RJ,5.022940
RN,8.211142
RO,7.081146
RR,8.637510
RS,8.005525
SC,7.634021
SE,5.489906
SP,7.177809
TO,7.161552
