no_cidade,nota,data_ref
"Marilac","7.52040175768989","2011-12-31"
"Marliéria","9.86308009208772","2011-12-31"
"Martinho Campos","8.25299610600733","2011-12-31"
"Mata Verde","9.18926613993879","2011-12-31"
"Matias Barbosa","10","2011-12-31"
"Matipó","9.76113584126153","2011-12-31"
"Mendes Pimentel","9.79791347486686","2011-12-31"
"Mercês","7.50491535990025","2011-12-31"
"Minduri","10","2011-12-31"
"Monjolos","10","2011-12-31"
"Monte Azul","9.47429231658001","2011-12-31"
"Monte Carmelo","8.85820770766341","2011-12-31"
"Montezuma","10","2011-12-31"
"Camaragibe","7.89357843396193","2011-12-31"
"Mutum","6.52285005110235","2011-12-31"
"Natalândia","3.96023729357063","2011-12-31"
"Nazareno","8.28427765513858","2011-12-31"
"Nepomuceno","8.37253400430296","2011-12-31"
"Nova Era","9.8154600593625","2011-12-31"
"Nova Porteirinha","10","2011-12-31"
"Nova Resende","10","2011-12-31"
"Nova Serrana","8.95417421362367","2011-12-31"
"Novorizonte","8.44215349369989","2011-12-31"
"Olhos-d'Água","8.27468543399446","2011-12-31"
"Ouro Branco","6.15138658304126","2011-12-31"
"Ouro Preto","7.76129916852208","2011-12-31"
"Pains","10","2011-12-31"
"Palmópolis","10","2011-12-31"
"Papagaios","9.52726769720234","2011-12-31"
"Paraopeba","6.61195827464429","2011-12-31"
"Passa Tempo","10","2011-12-31"
"Passos","5.4641593215812","2011-12-31"
"Patis","8.92705682782019","2011-12-31"
"Boqueirão","10","2011-12-31"
"Patos de Minas","7.09205433523161","2011-12-31"
"Patrocínio","9.17112072622381","2011-12-31"
"Matelândia","10","2011-12-31"
"Paula Cândido","10","2011-12-31"
"São Bento","5.1259530810453","2011-12-31"
"Paulistas","8.20132569374227","2011-12-31"
"Pavão","7.18496922578555","2011-12-31"
"Pedralva","7.30664593859308","2011-12-31"
"Pedras de Maria da Cruz","7.73769761745714","2011-12-31"
"Pedro Teixeira","10","2011-12-31"
"Perdizes","8.79922379470708","2011-12-31"
"Piedade do Rio Grande","10","2011-12-31"
"Piedade dos Gerais","10","2011-12-31"
"Pingo-d'Água","7.54958413307741","2011-12-31"
"Pintópolis","9.53630796150481","2011-12-31"
"Santa Inês","5.56373752250041","2011-12-31"
"Pirapetinga","8.54533594259622","2011-12-31"
"Piumhi","10","2011-12-31"
"Planura","6.8866703642078","2011-12-31"
"Poço Fundo","10","2011-12-31"
"Pompéu","9.95000083055099","2011-12-31"
"Ponto dos Volantes","10","2011-12-31"
"Poté","7.7034283353986","2011-12-31"
"Prados","10","2011-12-31"
"Prata","9.23699129743978","2011-12-31"
"Pratápolis","8.91025641025641","2011-12-31"
"Presidente Juscelino","10","2011-12-31"
"Carambeí","7.15678727226071","2011-12-31"
"Presidente Olegário","10","2011-12-31"
"Alto Jequitibá","10","2011-12-31"
"Quartel Geral","8.56512141280353","2011-12-31"
"Raposos","3.37442305527412","2011-12-31"
"Resende Costa","8.9509668218615","2011-12-31"
"Resplendor","8.96542298756321","2011-12-31"
"Cacique Doble","9.85419808949221","2011-12-31"
"Itapevi","7.09729681894609","2011-12-31"
"Piancó","3.63189513926816","2011-12-31"
"Riachinho","7.67579173376275","2011-12-31"
"Riacho dos Machados","7.73604306538438","2011-12-31"
"Rio Casca","6.08159361498631","2011-12-31"
"Aracati","7.36401379213285","2011-12-31"
"Rio Doce","8.51270118285825","2011-12-31"
"Indaiabira","9.5513963161022","2011-12-31"
"Rio Piracicaba","6.88945852716858","2011-12-31"
"Cristal do Sul","10","2011-12-31"
"Ritápolis","10","2011-12-31"
"Rubelita","6.22829861111111","2011-12-31"
"Rubim","10","2011-12-31"
"Salinas","6.38964031660154","2011-12-31"
"Salto da Divisa","6.7198452985255","2011-12-31"
"Palmitinho","7.0475424126601","2011-12-31"
"Passo Fundo","5.20186407478579","2011-12-31"
"Santa Cruz de Minas","8.25142984063524","2011-12-31"
"Santa Cruz de Salinas","10","2011-12-31"
"Santa Efigênia de Minas","8.38746438746439","2011-12-31"
"Santa Fé de Minas","7.25984949092519","2011-12-31"
"Santa Luzia","4.57270993638324","2011-12-31"
"Jaboticabal","3.01338812220828","2011-12-31"
"Santa Margarida","9.4082458108154","2011-12-31"
"Uniflor","8.88113244134187","2011-12-31"
"Santa Maria de Itabira","7.7587929656275","2011-12-31"
"Bom Jesus do Tocantins","3.83141762452107","2011-12-31"
"Santa Maria do Salto","10","2011-12-31"
"Santana de Cataguases","9.49074074074074","2011-12-31"
"Santana de Pirapama","9.8543439030678","2011-12-31"
"Santana do Deserto","7.58013979272114","2011-12-31"
"Santana do Manhuaçu","6.31855030996662","2011-12-31"
"Cruzeiro da Fortaleza","8.13537675606641","2011-12-31"
"Rio do Fogo","10","2011-12-31"
"Santa Rita de Caldas","8.17293003360831","2011-12-31"
"Petrolina","3.69705999594843","2011-12-31"
"Santa Rita de Jacutinga","10","2011-12-31"
"Santa Rita do Itueto","6.1060298102981","2011-12-31"
"Santa Rosa da Serra","2.70852570021545","2011-12-31"
"Santa Vitória","8.14933252119182","2011-12-31"
"Santo Antônio do Amparo","10","2011-12-31"
"Santo Antônio do Aventureiro","9.31592547259622","2011-12-31"
"Santo Antônio do Monte","10","2011-12-31"
"Santa Luzia D'Oeste","10","2011-12-31"
"Santo Antônio do Rio Abaixo","10","2011-12-31"
"São Bento Abade","10","2011-12-31"
"São Domingos do Prata","10","2011-12-31"
"São Félix de Minas","9.06630581867388","2011-12-31"
"São Francisco de Paula","10","2011-12-31"
"Betânia do Piauí","8.48574237954769","2011-12-31"
"São Francisco de Sales","10","2011-12-31"
"São Geraldo","6.01478969431492","2011-12-31"
"Jati","6.29301868239921","2011-12-31"
"São Gonçalo do Abaeté","7.28114478114478","2011-12-31"
"Itumbiara","8.28831318364997","2011-12-31"
"São Gonçalo do Pará","8.57707687469111","2011-12-31"
"São Gonçalo do Rio Abaixo","10","2011-12-31"
"São Gotardo","5.60178970917226","2011-12-31"
"São João del Rei","6.38049610149463","2011-12-31"
"Pajeú do Piauí","8.94421392346704","2011-12-31"
"São João do Oriente","9.57875457875458","2011-12-31"
"São João do Paraíso","10","2011-12-31"
"São João Evangelista","8.65983524211372","2011-12-31"
"Vale Verde","7.00808625336927","2011-12-31"
"São Joaquim de Bicas","7.70245853381245","2011-12-31"
"Ponta Porã","4.78158130836398","2011-12-31"
"São José do Alegre","5.84092289010322","2011-12-31"
"Porto Alegre do Piauí","10","2011-12-31"
"São José do Divino","9.05695611577965","2011-12-31"
"São Lourenço","9.09183434602506","2011-12-31"
"São Miguel do Anta","8.59307359307359","2011-12-31"
"São Pedro dos Ferros","5.89856347112284","2011-12-31"
"São Pedro do Suaçuí","4.24808010109847","2011-12-31"
"Camalaú","10","2011-12-31"
"São Romão","7.44300282983608","2011-12-31"
"São Roque de Minas","7.67229254571027","2011-12-31"
"São Sebastião do Anta","10","2011-12-31"
"São Sebastião do Maranhão","4.52431752284042","2011-12-31"
"São Sebastião do Oeste","8.32489023978386","2011-12-31"
"José Raydan","7.16440422322775","2011-12-31"
"São Sebastião do Paraíso","8.6554856743536","2011-12-31"
"São Thomé das Letras","7.80977312390925","2011-12-31"
"Sem-Peixe","7.57981095059747","2011-12-31"
"Senador Modestino Gonçalves","10","2011-12-31"
"Altaneira","9.16316035530622","2011-12-31"
"Senhora de Oliveira","10","2011-12-31"
"Senhora do Porto","9.29705215419501","2011-12-31"
"Sericita","8.3984375","2011-12-31"
"Serra Azul de Minas","10","2011-12-31"
"Paulínia","9.16092482008881","2011-12-31"
"Serra da Saudade","10","2011-12-31"
"Angico","4.85887817077528","2011-12-31"
"Serra do Salitre","7.26225593482231","2011-12-31"
"Serrania","10","2011-12-31"
"Serro","10","2011-12-31"
"Sete Lagoas","4.59086869851334","2011-12-31"
"Palma Sola","10","2011-12-31"
"Palmeirândia","3.33095408041875","2011-12-31"
"Simonésia","6.23327068739678","2011-12-31"
"Taiobeiras","10","2011-12-31"
"Mar Vermelho","3.93743257820928","2011-12-31"
"Taparuba","9.30888575458392","2011-12-31"
"Arapoti","5.94345604416098","2011-12-31"
"Poá","4.92881545513124","2011-12-31"
"Tapira","10","2011-12-31"
"Taquaraçu de Minas","6.61996978437028","2011-12-31"
"Teófilo Otoni","6.917549503767","2011-12-31"
"Tiradentes","6.73019297614767","2011-12-31"
"Tiros","8.74645647514347","2011-12-31"
"Toledo","10","2011-12-31"
"Três Corações","6.46879327305651","2011-12-31"
"Três Marias","9.17756382622024","2011-12-31"
"Leoberto Leal","7.30199798763835","2011-12-31"
"Santa Helena de Minas","10","2011-12-31"
"Tumiritinga","6.37116747800837","2011-12-31"
"Tupaciguara","8.2893327211509","2011-12-31"
"Turmalina","9.2360183948969","2011-12-31"
"Turvolândia","10","2011-12-31"
"Lagoa Grande do Maranhão","4.29886773671768","2011-12-31"
"Branquinha","9.84001753232523","2011-12-31"
"Orobó","9.28287685553","2011-12-31"
"Uberlândia","7.38150835873164","2011-12-31"
"Umburatiba","10","2011-12-31"
"São José das Palmeiras","10","2011-12-31"
"Unaí","6.71243190050211","2011-12-31"
"Vargem Grande do Rio Pardo","10","2011-12-31"
"Brejo do Cruz","10","2011-12-31"
"Varginha","4.63043060361399","2011-12-31"
"Vazante","8.66864038038846","2011-12-31"
"Viçosa","5.78400334860249","2011-12-31"
"Mathias Lobato","8.7140057289311","2011-12-31"
"Combinado","6.23762376237624","2011-12-31"
"Virgem da Lapa","10","2011-12-31"
"Virgínia","9.16772285593578","2011-12-31"
"Virginópolis","8.05068226120858","2011-12-31"
"Volta Grande","5.47932151705737","2011-12-31"
"Macaúbas","6.01738101738102","2011-12-31"
"Várzea","10","2011-12-31"
"Passira","7.09724783172847","2011-12-31"
"Várzea Grande","8.45386254064357","2011-12-31"
"Fazenda Vilanova","7.36245954692557","2011-12-31"
"Caçapava","6.76603601360883","2011-12-31"
"Serra do Ramalho","9.15145582618376","2011-12-31"
"Vargem Bonita","9.44110443108439","2011-12-31"
"Santa Cruz do Piauí","10","2011-12-31"
"Equador","7.84368328227977","2011-12-31"
"Descanso","10","2011-12-31"
"Nilo Peçanha","8.83938831432865","2011-12-31"
"Indiana","10","2011-12-31"
"Canto do Buriti","9.12496792404414","2011-12-31"
"Moju","3.23550025442361","2011-12-31"
"Rondon","8.46511627906977","2011-12-31"
"Dom Joaquim","8.85668276972625","2011-12-31"
"Caldeirão Grande","7.42275636598057","2011-12-31"
"Inaciolândia","9.24257590924258","2011-12-31"
"Sulina","10","2011-12-31"
"São Lourenço da Mata","2.0620801058906","2011-12-31"
"Jardinópolis","10","2011-12-31"
"Lagoa Grande","7.80594355348623","2011-12-31"
"Canavieiras","4.00563317169971","2011-12-31"
"Maurilândia","2.08699571782736","2011-12-31"
"São João Batista","6.97191697191697","2011-12-31"
"Faro","0.709219858156028","2011-12-31"
"Medina","8.11410296089962","2011-12-31"
"Presidente Médici","7.95574795574796","2011-12-31"
"Limeira","3.96600128623726","2011-12-31"
"Conceição do Coité","10","2011-12-31"
"Salvaterra","1.94916709599863","2011-12-31"
"Ermo","10","2011-12-31"
"Governador Mangabeira","5.98647427915721","2011-12-31"
"Pindoba","3.78829073771978","2011-12-31"
"Serrolândia","7.07438417667759","2011-12-31"
"Socorro do Piauí","9.58904109589041","2011-12-31"
"Belterra","8.44355525916046","2011-12-31"
"Bebedouro","6.17024995630135","2011-12-31"
"Sobrália","5.81236089710666","2011-12-31"
"Urupema","9.72913211719182","2011-12-31"
"Clevelândia","7.59198358490036","2011-12-31"
"Santana do Seridó","6.94702123273552","2011-12-31"
"Lajeado","9.03373356203545","2011-12-31"
"Ascurra","6.32599012880703","2011-12-31"
"Sigefredo Pacheco","6.13007861894552","2011-12-31"
"Queluz","8.02304401236921","2011-12-31"
"São Pedro do Ivaí","9.18307309346006","2011-12-31"
"Santa Teresa","8.51149061775248","2011-12-31"
"Santo Inácio do Piauí","9.51627784367998","2011-12-31"
"Carangola","5.98440301930856","2011-12-31"
"Santaluz","3.51839053981418","2011-12-31"
"Paulino Neves","4.68130527599878","2011-12-31"
"Campos Novos Paulista","10","2011-12-31"
"Remanso","5.99447289279038","2011-12-31"
"Florestal","9.57854406130268","2011-12-31"
"Ituberá","6.34692533381235","2011-12-31"
"Porto Real do Colégio","0.854041702370751","2011-12-31"
"Joca Claudino","10","2011-12-31"
"Parobé","4.23485612347786","2011-12-31"
"Limoeiro de Anadia","5.43105559637521","2011-12-31"
"Novo Xingu","9.98980632008155","2011-12-31"
"Alto Alegre","10","2011-12-31"
"Francisco Ayres","10","2011-12-31"
"Major Gercino","4.03476101800124","2011-12-31"
"Santa Juliana","4.54564306747957","2011-12-31"
"Iaçu","7.82457496136012","2011-12-31"
"São Bernardo","7.70616770616771","2011-12-31"
"Paulo Afonso","7.35596511534238","2011-12-31"
"Ibiaçá","6.77506775067751","2011-12-31"
"São Raimundo das Mangabeiras","6.38545300771752","2011-12-31"
"Jaru","6.91239943694009","2011-12-31"
"Iracema do Oeste","9.59194488606253","2011-12-31"
"Calçoene","6.3913470993117","2011-12-31"
"Jaú","6.13703856668043","2011-12-31"
"Taió","6.75833265533046","2011-12-31"
"São João do Pacuí","10","2011-12-31"
"Rio Novo","8.73094764744864","2011-12-31"
"Primeiro de Maio","5.53898417433093","2011-12-31"
"Nova Veneza","10","2011-12-31"
"Fátima","9.71379542808114","2011-12-31"
"Serranos","10","2011-12-31"
"Utinga","10","2011-12-31"
"Caraúbas","10","2011-12-31"
"Pinheiro Preto","6.24807633117882","2011-12-31"
"Passa Quatro","10","2011-12-31"
"Cachoeira do Arari","2.88823651513804","2011-12-31"
"Batalha","4.37235543018336","2011-12-31"
"Buriti","4.58626781867906","2011-12-31"
"São Miguel do Guamá","2.30350930523187","2011-12-31"
"Urupá","6.76706589193249","2011-12-31"
"Israelândia","5.61833019460138","2011-12-31"
"Praia Grande","5.42041021769221","2011-12-31"
"Ibirataia","9.89304812834225","2011-12-31"
"Esperança Nova","10","2011-12-31"
"Jaicós","10","2011-12-31"
"Taquaral","10","2011-12-31"
"Cariri do Tocantins","8.16544566544567","2011-12-31"
"Quebrangulo","8.02623071949755","2011-12-31"
"Mato Leitão","10","2011-12-31"
"Dirceu Arcoverde","10","2011-12-31"
"Delfim Moreira","10","2011-12-31"
"Campo Grande do Piauí","10","2011-12-31"
"Ivatuba","8.41073271413829","2011-12-31"
"Anapurus","3.09526884497826","2011-12-31"
"Guamiranga","10","2011-12-31"
"Wenceslau Guimarães","6.02699205028656","2011-12-31"
"Camaçari","6.59407238498102","2011-12-31"
"Itaguajé","8.59578006444237","2011-12-31"
"Biguaçu","6.43535672354116","2011-12-31"
"Várzea Nova","5.76794935865401","2011-12-31"
"Sapucaia","4.79048138622607","2011-12-31"
"Matrinchã","6.89725538210387","2011-12-31"
"Vigia","1.43655974357175","2011-12-31"
"Batayporã","9.31423611111111","2011-12-31"
"Linha Nova","8.67420945749928","2011-12-31"
"Pindamonhangaba","5.0750638176333","2011-12-31"
"São Benedito do Sul","1.94292653309047","2011-12-31"
"Araripe","10","2011-12-31"
"Careiro da Várzea","3.64120106423413","2011-12-31"
"Santa Luzia","1.28280130569333","2011-12-31"
"Jijoca de Jericoacoara","8.55079145535577","2011-12-31"
"Peritiba","10","2011-12-31"
"Aguiar","9.92359385068582","2011-12-31"
"Caiana","8.15829528158295","2011-12-31"
"Bom Jesus da Serra","10","2011-12-31"
"Itatiaia","6.41339869281046","2011-12-31"
"Paranapuã","8.66763919280331","2011-12-31"
"Graça Aranha","2.66306792622582","2011-12-31"
"Joanésia","9.00478292862399","2011-12-31"
"Cândido de Abreu","10","2011-12-31"
"Fagundes","0.902226144944592","2011-12-31"
"Itabira","7.4898034853541","2011-12-31"
"Ibaretama","7.56843800322061","2011-12-31"
"Angical do Piauí","10","2011-12-31"
"Miravânia","8.42646114322415","2011-12-31"
"Brejões","9.88832102971796","2011-12-31"
"Pilões","7.78467908902691","2011-12-31"
"Nova Itaberaba","10","2011-12-31"
"Salgado de São Félix","10","2011-12-31"
"Pium","9.55539179562761","2011-12-31"
"Álvares Florence","8.65876336587634","2011-12-31"
"Santa Margarida do Sul","10","2011-12-31"
"Carmo da Mata","5.92164418754014","2011-12-31"
"Anhumas","8.30540037243948","2011-12-31"
"Fronteira dos Vales","8.01258775114984","2011-12-31"
"São José do Sul","10","2011-12-31"
"Simões","10","2011-12-31"
"Estrela do Norte","7.71091193626405","2011-12-31"
"Catarina","5.30869852903751","2011-12-31"
"Icó","3.69083200111212","2011-12-31"
"Muaná","2.95554423885777","2011-12-31"
"Anamã","4.05268490374873","2011-12-31"
"São João do Jaguaribe","10","2011-12-31"
"Santa Bárbara do Monte Verde","10","2011-12-31"
"Vale de São Domingos","8.4640522875817","2011-12-31"
"Vista Alegre","9.50994662785056","2011-12-31"
"Jatobá","3.5907419424616","2011-12-31"
"Fartura","9.65726472620228","2011-12-31"
"Ruy Barbosa","10","2011-12-31"
"São Bento do Norte","10","2011-12-31"
"Paiçandu","4.301794271704","2011-12-31"
"Caridade","6.46832322224992","2011-12-31"
"Sairé","1.66933760683761","2011-12-31"
"Macedônia","6.45123521835851","2011-12-31"
"Passa e Fica","6.25327427727771","2011-12-31"
"Cajueiro da Praia","5.30071355759429","2011-12-31"
"Monção","5.02460502460502","2011-12-31"
"Serrano do Maranhão","0.233304170312044","2011-12-31"
"Rio Azul","10","2011-12-31"
"Itiúba","7.21739130434783","2011-12-31"
"Córrego Fundo","10","2011-12-31"
"São Francisco do Maranhão","3.38809987932795","2011-12-31"
"Portel","3.6319112527291","2011-12-31"
"Coivaras","7.50249607759235","2011-12-31"
"Cristino Castro","6.3328170710721","2011-12-31"
"Teixeira Soares","5.5125284738041","2011-12-31"
"Antônio Dias","10","2011-12-31"
"Ipiranga do Sul","10","2011-12-31"
"Tramandaí","5.05240467627877","2011-12-31"
"Marinópolis","8.49056603773585","2011-12-31"
"Santana do Maranhão","3.55120946989192","2011-12-31"
"Areado","5.23458307723827","2011-12-31"
"Nova Erechim","10","2011-12-31"
"Tapurah","10","2011-12-31"
"Uruguaiana","7.16931394732322","2011-12-31"
"Forquilha","4.44492575746637","2011-12-31"
"São João de Pirabas","5.99969683189328","2011-12-31"
"Hugo Napoleão","10","2011-12-31"
"Nova Santa Rosa","10","2011-12-31"
"Embu-Guaçu","6.41347977592519","2011-12-31"
"Novo Airão","4.16228531370487","2011-12-31"
"Agronômica","10","2011-12-31"
"Cassilândia","10","2011-12-31"
"Serra Grande","7.65716374269006","2011-12-31"
"Conceição do Castelo","10","2011-12-31"
"Mandaguaçu","5.41655082939487","2011-12-31"
"Aroeiras","10","2011-12-31"
"Flórida Paulista","8.62485423954689","2011-12-31"
"Inhapi","5.54163185742133","2011-12-31"
"Francisco Morato","6.66557499340447","2011-12-31"
"São Bento do Tocantins","8.77964295230482","2011-12-31"
"Cruzília","10","2011-12-31"
"Araguaçu","6.44253239855534","2011-12-31"
"Mara Rosa","5.41961937870482","2011-12-31"
"Pindaré-Mirim","2.92048106264585","2011-12-31"
"Iraí de Minas","8.32034439248868","2011-12-31"
"Corupá","6.87219010918433","2011-12-31"
"Terezópolis de Goiás","4.7649989170457","2011-12-31"
"Itutinga","10","2011-12-31"
"Pequeri","9.188874326489","2011-12-31"
"Pará de Minas","8.14002353336695","2011-12-31"
"Barcarena","8.02192569505319","2011-12-31"
"Alagoa Nova","10","2011-12-31"
"Pratânia","10","2011-12-31"
"Cacoal","6.81699625361597","2011-12-31"
"Siriri","8.69181107713218","2011-12-31"
"Ijaci","9.4942254082039","2011-12-31"
"São José do Peixe","3.44162587153241","2011-12-31"
"Coronel João Sá","4.61738268566937","2011-12-31"
"Santa Helena","4.34885544753703","2011-12-31"
"Taubaté","3.84421426494156","2011-12-31"
"Araçoiaba da Serra","7.83804481736756","2011-12-31"
"Lambari D'Oeste","10","2011-12-31"
"Cascavel","7.07874383565604","2011-12-31"
"Darcinópolis","8.46246840312122","2011-12-31"
"Barra do Rocha","10","2011-12-31"
"Figueira","8.19737821283416","2011-12-31"
"Serra Dourada","6.3784907902555","2011-12-31"
"Formoso do Araguaia","9.57042333446828","2011-12-31"
"Verdelândia","10","2011-12-31"
"Senador La Rocque","5.46836442601915","2011-12-31"
"Vale do Anari","4.09446143391097","2011-12-31"
"Cantanhede","0.0569508514152287","2011-12-31"
"Mansidão","6.38359329867129","2011-12-31"
"Vespasiano","6.92119544446992","2011-12-31"
"Urbano Santos","4.79182374130854","2011-12-31"
"São Geraldo do Araguaia","0.347568129994908","2011-12-31"
"Três Coroas","5.41415494530029","2011-12-31"
"Itanhaém","4.46798538544296","2011-12-31"
"Santa Cruz do Escalvado","7.67622461170848","2011-12-31"
"Januário Cicco","5.4421768707483","2011-12-31"
"Boa Ventura de São Roque","7.48708458632123","2011-12-31"
"Santa Fé","6.18496139644176","2011-12-31"
"Ipatinga","8.72980747953087","2011-12-31"
"Novo Lino","6.46896351213839","2011-12-31"
"Crucilândia","10","2011-12-31"
"Laranjeiras","4.20485076000147","2011-12-31"
"Cidade Gaúcha","6.83403068340307","2011-12-31"
"Tasso Fragoso","6.52318985652319","2011-12-31"
"Palmeira das Missões","5.78441127694859","2011-12-31"
"Nova Marilândia","10","2011-12-31"
"Santa Luzia do Paruá","5.2437106918239","2011-12-31"
"Ressaquinha","7.73293472845042","2011-12-31"
"Nova Campina","8.62548692264886","2011-12-31"
"Pilõezinhos","8.92933163048106","2011-12-31"
"Santa Mônica","10","2011-12-31"
"Penápolis","10","2011-12-31"
"Nova Castilho","4.33412135539795","2011-12-31"
"Lagoinha do Piauí","10","2011-12-31"
"Pitangueiras","6.23493178365874","2011-12-31"
"Cruzália","10","2011-12-31"
"São João da Baliza","8.36860670194003","2011-12-31"
"Riolândia","6.85738776384871","2011-12-31"
"São Joaquim do Monte","5.94069853329113","2011-12-31"
"Porto Firme","8.84959795321637","2011-12-31"
"Assis Chateaubriand","5.9633880652532","2011-12-31"
"Óbidos","7.10729067176059","2011-12-31"
"Cantá","8.31453280691859","2011-12-31"
"Ceres","6.25511372934053","2011-12-31"
"Joaquim Távora","9.05024993422783","2011-12-31"
"Antônio Martins","8.48353239232718","2011-12-31"
"Cristais","6.64297198950664","2011-12-31"
"Ibirité","7.11778936249957","2011-12-31"
"Maragogipe","6.49897390794488","2011-12-31"
"Pocrane","7.56557901471529","2011-12-31"
"Ipirá","5.99201185570737","2011-12-31"
"Caxingó","8.40740740740741","2011-12-31"
"Rio Formoso","4.6457361052185","2011-12-31"
"Verê","10","2011-12-31"
"Jacinto Machado","7.86472670074715","2011-12-31"
"Bagre","0.903774587985114","2011-12-31"
"Nova Lacerda","10","2011-12-31"
"Indaial","4.32354341702784","2011-12-31"
"Caxias do Sul","4.9015561910519","2011-12-31"
"Lebon Régis","6.84001250949381","2011-12-31"
"Paial","10","2011-12-31"
"Penha","3.69225205677606","2011-12-31"
"Alvorada D'Oeste","7.36779560308972","2011-12-31"
"São Sebastião do Umbuzeiro","10","2011-12-31"
"Alhandra","8.38221328417407","2011-12-31"
"Campo do Brito","2.77777777777778","2011-12-31"
"Wagner","6.72295784558306","2011-12-31"
"Itaguara","10","2011-12-31"
"Araquari","0.578413834227788","2011-12-31"
"Valparaíso","6.2916954221302","2011-12-31"
"Monte Formoso","10","2011-12-31"
"Benevides","6.45489597400818","2011-12-31"
"Juiz de Fora","4.80282894450805","2011-12-31"
"Barracão","10","2011-12-31"
"Calumbi","4.57297196609854","2011-12-31"
"São Gabriel","10","2011-12-31"
"General Salgado","3.84424603174603","2011-12-31"
"Restinga","1.06780167264038","2011-12-31"
"Cáceres","2.58901833980588","2011-12-31"
"Derrubadas","10","2011-12-31"
"Três Palmeiras","10","2011-12-31"
"São José de Espinharas","9.24962423401549","2011-12-31"
"Novo Progresso","4.16586553867846","2011-12-31"
"Pinheiral","7.50569178516777","2011-12-31"
"Barbalha","8.25639220570583","2011-12-31"
"Santa Terezinha","10","2011-12-31"
"Brejinho","8.22345101375301","2011-12-31"
"Não-Me-Toque","7.41382630464086","2011-12-31"
"João Dourado","9.27027282167469","2011-12-31"
"Jarinu","8.57064082870535","2011-12-31"
"Senador Alexandre Costa","3.98814814814815","2011-12-31"
"Ibiquera","4.03389425945817","2011-12-31"
"Catiguá","2.8454516839786","2011-12-31"
"Guaraciaba","10","2011-12-31"
"Ponte Preta","10","2011-12-31"
"São Jorge do Ivaí","9.82439103342235","2011-12-31"
"São Francisco do Conde","8.9794471039101","2011-12-31"
"Nova Ipixuna","0.126023944549464","2011-12-31"
"Floriano","10","2011-12-31"
"Santa Amélia","6.65914221218962","2011-12-31"
"Monsenhor Paulo","6.80392852916815","2011-12-31"
"Touros","10","2011-12-31"
"Taboão da Serra","5.35548883842771","2011-12-31"
"Mira Estrela","7.42310106716886","2011-12-31"
"Fervedouro","8.57444243520193","2011-12-31"
"Massaranduba","8.42854777281007","2011-12-31"
"Barros Cassal","5.24716188433003","2011-12-31"
"Campanário","7.26043503821282","2011-12-31"
"Jardim","6.72242874845105","2011-12-31"
"Santo Antônio do Caiuá","10","2011-12-31"
"Paulicéia","4.45047899223052","2011-12-31"
"Aracitaba","10","2011-12-31"
"Figueirópolis D'Oeste","8.85337392186707","2011-12-31"
"Jauru","8.49785407725322","2011-12-31"
"Nova Canaã do Norte","10","2011-12-31"
"Monte Alegre do Piauí","3.92745686863334","2011-12-31"
"Morro Redondo","8.76593806921676","2011-12-31"
"Oiapoque","3.2294082281199","2011-12-31"
"Pedra do Indaiá","8.844019364742","2011-12-31"
"Carlinda","10","2011-12-31"
"Ibiúna","4.04211887871622","2011-12-31"
"Acari","10","2011-12-31"
"Iuiú","4.55011798502103","2011-12-31"
"Nova Boa Vista","10","2011-12-31"
"Tuparetama","9.38810272536688","2011-12-31"
"Tangará","8.99992180780358","2011-12-31"
"Canutama","5.38516918646508","2011-12-31"
"Paraíso do Tocantins","8.9177930799966","2011-12-31"
"Belo Vale","9.13662006377238","2011-12-31"
"Jerônimo Monteiro","10","2011-12-31"
"Guatapará","7.49370277078086","2011-12-31"
"Bela Vista do Maranhão","1.98575109898439","2011-12-31"
"Nobres","8.13994374120956","2011-12-31"
"Curaçá","7.73505665978784","2011-12-31"
"Mato Verde","10","2011-12-31"
"Praia Norte","10","2011-12-31"
"Tapira","9.12842923039573","2011-12-31"
"Abreu e Lima","4.80422341431497","2011-12-31"
"Muquém de São Francisco","6.78807947019867","2011-12-31"
"Montanha","8.12184113084137","2011-12-31"
"São Simão","4.28623440240956","2011-12-31"
"Ibiporã","7.60224423156717","2011-12-31"
"Gália","10","2011-12-31"
"Ribeirão Corrente","9.65372507869885","2011-12-31"
"Novo Cabrais","10","2011-12-31"
"Santa Maria do Suaçuí","3.95987128525459","2011-12-31"
"Carmo","4.86825723505349","2011-12-31"
"Tuneiras do Oeste","8.79606879606879","2011-12-31"
"Tamboara","9.12004662004662","2011-12-31"
"Piedade de Ponte Nova","6.33699633699634","2011-12-31"
"São João do Manhuaçu","5.37311940820713","2011-12-31"
"Zabelê","10","2011-12-31"
"Faxinalzinho","10","2011-12-31"
"Caldeirão Grande do Piauí","7.16656902948643","2011-12-31"
"Anísio de Abreu","10","2011-12-31"
"Alagoinha","8.77426645679461","2011-12-31"
"Campos Sales","10","2011-12-31"
"Timbó","2.84923832811011","2011-12-31"
"Peçanha","6.12754392617874","2011-12-31"
"Barra do Piraí","2.30180961273398","2011-12-31"
"Oriximiná","5.43030797312517","2011-12-31"
"Confins","8.26361367972993","2011-12-31"
"Três Passos","7.84606866002215","2011-12-31"
"Sítio do Mato","6.14182021217197","2011-12-31"
"Gonzaga","9.18734268248831","2011-12-31"
"Alto Horizonte","10","2011-12-31"
"Canindé de São Francisco","10","2011-12-31"
"Lucélia","9.73466746316209","2011-12-31"
