no_cidade,nota,data_ref
"Olho d'Água","5.48853142686923","2011-12-31"
"Quixeramobim","9.19894236166504","2011-12-31"
"Governador Archer","3.78461877965354","2011-12-31"
"Pitimbu","5.98483424202544","2011-12-31"
"Coaraci","7.9895788102475","2011-12-31"
"Piritiba","7.70712909441233","2011-12-31"
"Garrafão do Norte","0.112721417069243","2011-12-31"
"Ribeirãozinho","1.49694286316677","2011-12-31"
"Portalegre","7.23688697906009","2011-12-31"
"São José do Campestre","7.38348360471897","2011-12-31"
"Monteirópolis","9.61945927620985","2011-12-31"
"Prado Ferreira","10","2011-12-31"
"Bom Jesus do Sul","10","2011-12-31"
"Morpará","8.32637148426622","2011-12-31"
"Encanto","8.76218323586745","2011-12-31"
"Alto do Rodrigues","7.64444444444444","2011-12-31"
"Oliveira","8.58631601310478","2011-12-31"
"Buíque","2.5954525954526","2011-12-31"
"Paraipaba","10","2011-12-31"
"Passagem","7.8239138792772","2011-12-31"
"Entre Rios","9.04558404558404","2011-12-31"
"Betânia","3.21018403210184","2011-12-31"
"Marcolândia","8.39673726780451","2011-12-31"
"Faxinal dos Guedes","10","2011-12-31"
"Amaturá","5.95585484474373","2011-12-31"
"Paracuru","10","2011-12-31"
"São Miguel do Tapuio","10","2011-12-31"
"São Pedro da Serra","10","2011-12-31"
"Ribeira do Pombal","7.44385485340623","2011-12-31"
"Tambaú","6.15053223748876","2011-12-31"
"Jacutinga","6.84819469379613","2011-12-31"
"Pedrinhas","3.65207030086387","2011-12-31"
"Jussara","3.99154839006017","2011-12-31"
"Jaborandi","10","2011-12-31"
"Piratini","4.18851981351981","2011-12-31"
"Floresta Azul","5.15531390021648","2011-12-31"
"Guaíra","6.03191616053352","2011-12-31"
"Belém do Brejo do Cruz","8.79777920136664","2011-12-31"
"São Carlos do Ivaí","5.88678109003312","2011-12-31"
"Campos Novos","4.53678993518872","2011-12-31"
"Lagoa dos Gatos","3.73651210265383","2011-12-31"
"Santa Brígida","5.95224137257201","2011-12-31"
"Córrego Novo","5.98896769109535","2011-12-31"
"Nova Independência","10","2011-12-31"
"Quitandinha","9.29747207524985","2011-12-31"
"São João das Missões","7.85089296416157","2011-12-31"
"Rio Maria","3.76297073568847","2011-12-31"
"Francisco Santos","8.95668160404458","2011-12-31"
"Mercedes","6.33616360814389","2011-12-31"
"Guabiju","9.58663148636763","2011-12-31"
"Marajá do Sena","0.986539586991054","2011-12-31"
"Porto Alegre do Norte","10","2011-12-31"
"Morro Reuter","9.70617116096382","2011-12-31"
"Malhada de Pedras","10","2011-12-31"
"Vera Mendes","8.08383233532934","2011-12-31"
"Eldorado do Carajás","0.423169500737635","2011-12-31"
"Monte Belo do Sul","6.96857995436194","2011-12-31"
"Junco do Seridó","9.90969768354927","2011-12-31"
"Cambará do Sul","5.35379737714368","2011-12-31"
"Redentora","10","2011-12-31"
"Heliópolis","4.69376302709636","2011-12-31"
"Pradópolis","3.99479747305834","2011-12-31"
"Rio Branco","8.88880278071981","2011-12-31"
"Serrinha dos Pintos","8.78296369855456","2011-12-31"
"Bom Jesus","7.29247845082064","2011-12-31"
"Mesquita","4.74269098122309","2011-12-31"
"Iraceminha","9.09912964846841","2011-12-31"
"Fortim","9.60659056794778","2011-12-31"
"Mâncio Lima","10","2011-12-31"
"Bonito de Minas","9.43911537436717","2011-12-31"
"Xinguara","2.78897204631229","2011-12-31"
"Contendas do Sincorá","5.10662177328844","2011-12-31"
"Carnaubeira da Penha","8.44192958390489","2011-12-31"
"São José dos Quatro Marcos","10","2011-12-31"
"Lagoinha","10","2011-12-31"
"Estrela Velha","9.2703748165933","2011-12-31"
"Rondonópolis","8.59187608398834","2011-12-31"
"Santa Cruz de Monte Castelo","10","2011-12-31"
"Santa Cruz dos Milagres","6.72549806123813","2011-12-31"
"Olivença","10","2011-12-31"
"Álvares Machado","6.58428949691086","2011-12-31"
"Alegria","10","2011-12-31"
"Pindorama","3.84259259259259","2011-12-31"
"Itapaci","4.31684289058681","2011-12-31"
"Ouro Fino","5.84404231139086","2011-12-31"
"Veranópolis","4.86214433974394","2011-12-31"
"Jequié","3.62539244965158","2011-12-31"
"Euclides da Cunha Paulista","10","2011-12-31"
"Igarapava","4.04159117248584","2011-12-31"
"Vila Pavão","8.56887996877962","2011-12-31"
"Ibicuitinga","10","2011-12-31"
"Aripuanã","10","2011-12-31"
"Bodó","5.37777777777778","2011-12-31"
"Ourinhos","6.22570726487593","2011-12-31"
"Malhada","7.34100634499041","2011-12-31"
"Brasilândia","9.22286915736697","2011-12-31"
"Santo Antônio do Sudoeste","10","2011-12-31"
"Vertentes","4.45623789065791","2011-12-31"
"Redenção da Serra","10","2011-12-31"
"São João da Barra","0.21148120321674","2011-12-31"
"Tanque Novo","5.44434485277031","2011-12-31"
"Cachoeira Paulista","5.98797137714562","2011-12-31"
"Paulo Frontin","10","2011-12-31"
"Martinópole","8.50965429529425","2011-12-31"
"Santa Leopoldina","10","2011-12-31"
"Rio Rufino","10","2011-12-31"
"Aurelino Leal","5.02440424921045","2011-12-31"
"Piquet Carneiro","10","2011-12-31"
"Esteio","2.7783071808229","2011-12-31"
"Carutapera","7.94068614547688","2011-12-31"
"Currais","7.97586252131707","2011-12-31"
"Pedro Gomes","10","2011-12-31"
"Vargem Alta","10","2011-12-31"
"Saloá","4.70596461785889","2011-12-31"
"Cabeceiras do Piauí","9.14402101088063","2011-12-31"
"Palmital","7.25485210611069","2011-12-31"
"Emas","6.93257359924027","2011-12-31"
"Ponte Nova","5.50843654640101","2011-12-31"
"Pedro Velho","7.4154414718406","2011-12-31"
"Antonina","6.86491034337698","2011-12-31"
"Farias Brito","9.4679585245623","2011-12-31"
"Barra Funda","10","2011-12-31"
"São Caetano de Odivelas","4.07737463752741","2011-12-31"
"Boa Vista do Gurupi","5.31400966183575","2011-12-31"
"Deodápolis","9.41892422457793","2011-12-31"
"Diadema","3.49860177513765","2011-12-31"
"Potengi","10","2011-12-31"
"Santa Rosa de Lima","10","2011-12-31"
"São José do Divino","10","2011-12-31"
"Presidente Kennedy","10","2011-12-31"
"Serra Negra do Norte","10","2011-12-31"
"Rodeio","4.21956232619998","2011-12-31"
"Buritis","6.12136180928859","2011-12-31"
"Dom Pedrito","7.94149512459372","2011-12-31"
"Lagoa Santa","10","2011-12-31"
"Boa Ventura","9.14098972922502","2011-12-31"
"Gentio do Ouro","10","2011-12-31"
"São Sebastião do Caí","5.55054061102084","2011-12-31"
"Piên","10","2011-12-31"
"Riqueza","9.07742823853405","2011-12-31"
"Tacaratu","7.26495726495726","2011-12-31"
"Lajedão","8.34317197953562","2011-12-31"
"Cumaru","10","2011-12-31"
"Vale do Paraíso","2.85784676028578","2011-12-31"
"Brejinho","10","2011-12-31"
"Brasil Novo","2.62123197903014","2011-12-31"
"Xangri-lá","10","2011-12-31"
"Marmeleiro","8.31362062463574","2011-12-31"
"Campina Grande do Sul","6.30453907791806","2011-12-31"
"Curralinho","1.06720026680007","2011-12-31"
"Coronel Sapucaia","10","2011-12-31"
"Floraí","10","2011-12-31"
"Dezesseis de Novembro","8.13373253493014","2011-12-31"
"Jaboatão dos Guararapes","4.80875635522033","2011-12-31"
"Ivinhema","10","2011-12-31"
"Manaus","4.60881670388803","2011-12-31"
"Caracol","5.19323671497585","2011-12-31"
"Palmeiras","7.40118269530034","2011-12-31"
"Mimoso do Sul","9.9286606028179","2011-12-31"
"Nova Ramada","10","2011-12-31"
"Terra Alta","3.28176277543366","2011-12-31"
"São Francisco do Oeste","6.28720238095238","2011-12-31"
"Pedrinhas Paulista","0.0448028673835125","2011-12-31"
"Barão de Antonina","10","2011-12-31"
"Lagoa de Itaenga","0.880595194535919","2011-12-31"
"Amaralina","3.26797385620915","2011-12-31"
"Patu","7.91088793240874","2011-12-31"
"São Bento","9.73006041140934","2011-12-31"
"Américo Brasiliense","5.58802868238631","2011-12-31"
"Rolim de Moura","10","2011-12-31"
"Bom Jesus do Tocantins","3.20354115087403","2011-12-31"
"Belmonte","10","2011-12-31"
"Vila Nova do Piauí","8.82740447957839","2011-12-31"
"Pontal do Araguaia","0.875160875160875","2011-12-31"
"Sambaíba","3.96005509641873","2011-12-31"
"Gramado Xavier","9.07429168298734","2011-12-31"
"Minaçu","7.06545874411582","2011-12-31"
"Telêmaco Borba","6.64334282099937","2011-12-31"
"Areias","7.32138005976637","2011-12-31"
"Quilombo","2.00056353902508","2011-12-31"
"Amarante","8.99993898346452","2011-12-31"
"Antônio Olinto","10","2011-12-31"
"Ibirarema","5.26955526955527","2011-12-31"
"Lagoa dos Três Cantos","9.71538040503558","2011-12-31"
"Sertânia","3.85543265510492","2011-12-31"
"Boquim","4.12407472682411","2011-12-31"
"Santa Terezinha do Tocantins","10","2011-12-31"
"Buriti de Goiás","8.56946591104242","2011-12-31"
"Monsenhor Tabosa","10","2011-12-31"
"Bom Jardim","0.324215881204435","2011-12-31"
"Cafeara","10","2011-12-31"
"Nova Redenção","2.30685230685231","2011-12-31"
"Cristalina","6.13851615878839","2011-12-31"
"Luiziana","9.16851515762587","2011-12-31"
"Ribeirão dos Índios","10","2011-12-31"
"Estrela de Alagoas","2.07528806002951","2011-12-31"
"Casa Branca","5.5512145995034","2011-12-31"
"Alenquer","7.98687896211116","2011-12-31"
"Sítio d'Abadia","4.44826269568538","2011-12-31"
"Cachoeira dos Índios","5.2067116415845","2011-12-31"
"Encruzilhada","3.69239715074866","2011-12-31"
"Curralinhos","7.47994016047872","2011-12-31"
"Lages","7.33868883834383","2011-12-31"
"Bom Jesus das Selvas","3.1390134529148","2011-12-31"
"Campos Verdes","10","2011-12-31"
"Arauá","8.69883040935673","2011-12-31"
"Reserva do Iguaçu","4.9992680427463","2011-12-31"
"Boa Hora","10","2011-12-31"
"Braga","7.53921180967444","2011-12-31"
"Pacaembu","9.83435557224517","2011-12-31"
"Jenipapo de Minas","8.71358597576695","2011-12-31"
"Rondolândia","10","2011-12-31"
"Quatá","8.88888888888889","2011-12-31"
"Prata do Piauí","8.2687338501292","2011-12-31"
"Paim Filho","9.74426807760141","2011-12-31"
"Balbinos","2.85066407515387","2011-12-31"
"Bom Jardim da Serra","3.05032485409096","2011-12-31"
"Tarabai","9.45641458949444","2011-12-31"
"Conquista D'Oeste","10","2011-12-31"
"Ponto Novo","9.69243740606327","2011-12-31"
"Tupirama","3.32993544002718","2011-12-31"
"Taquaritinga","5.86919926635009","2011-12-31"
"Anori","4.3855342824415","2011-12-31"
"Iretama","8.83992928056576","2011-12-31"
"Hidrolina","2.14978385325388","2011-12-31"
"Caxias","8.25027798117864","2011-12-31"
"Iguaí","5.9372682458666","2011-12-31"
"Quixadá","8.11930622541139","2011-12-31"
"Jaguaripe","5.63611850974976","2011-12-31"
"Capivari de Baixo","6.38544739429695","2011-12-31"
"Primavera do Leste","10","2011-12-31"
"Tremedal","8.01954584650762","2011-12-31"
"Videira","7.29237576582709","2011-12-31"
"Xanxerê","7.3084100896996","2011-12-31"
"Jaguaraçu","10","2011-12-31"
"Surubim","6.92969518190757","2011-12-31"
"Vilhena","5.1942508338974","2011-12-31"
"Marechal Floriano","10","2011-12-31"
"Loreto","7.05432705432705","2011-12-31"
"Itabaianinha","4.88336055618378","2011-12-31"
"São José dos Ramos","10","2011-12-31"
"Nova Roma","3.96291311499925","2011-12-31"
"Constantina","7.06727135298564","2011-12-31"
"Nuporanga","2.83145464304885","2011-12-31"
"Remígio","7.67202981547132","2011-12-31"
"Axixá","7.20805791627321","2011-12-31"
"Colatina","7.96107950736463","2011-12-31"
"Avelinópolis","9.91932526585992","2011-12-31"
"Painel","6.23151668779045","2011-12-31"
"Miguel Alves","10","2011-12-31"
"Guaratinguetá","3.04220194591977","2011-12-31"
"Doutor Severiano","10","2011-12-31"
"Paulo de Faria","6.84835779175402","2011-12-31"
"Charrua","9.97267759562842","2011-12-31"
"Forquilhinha","10","2011-12-31"
"Pinhão","5.93934431822058","2011-12-31"
"Camargo","10","2011-12-31"
"Assis Brasil","10","2011-12-31"
"Canindé","8.57941859343822","2011-12-31"
"São Raimundo Nonato","10","2011-12-31"
"Conceição da Barra","0.390904490166309","2011-12-31"
"Sapezal","8.18266700619642","2011-12-31"
"Prata","10","2011-12-31"
"Turvo","8.67914599308375","2011-12-31"
"Nova Venécia","7.06539797613654","2011-12-31"
"Pedra Branca","9.33660933660934","2011-12-31"
"Juscimeira","8.49648112603967","2011-12-31"
"Gavião","10","2011-12-31"
"Cocos","10","2011-12-31"
"Parari","10","2011-12-31"
"Ipixuna do Pará","0.0394774619580821","2011-12-31"
"Cajuru","6.74507376457237","2011-12-31"
"Pejuçara","8.40903796878639","2011-12-31"
"Alexânia","10","2011-12-31"
"Barra Mansa","5.92981660263589","2011-12-31"
"Lagoa do Piauí","8.52087756546355","2011-12-31"
"Engenheiro Beltrão","9.4024576078851","2011-12-31"
"Tibau do Sul","5.28843995510662","2011-12-31"
"Guapiara","10","2011-12-31"
"São Francisco do Piauí","7.71065182829889","2011-12-31"
"Chuvisca","8.3008300830083","2011-12-31"
"São Sebastião de Lagoa de Roça","9.60300681230914","2011-12-31"
"São Pedro das Missões","7.89735924265072","2011-12-31"
"Mulungu","6.98861405575187","2011-12-31"
"Porto Alegre do Tocantins","6.9390402075227","2011-12-31"
"Abatiá","7.16545691420063","2011-12-31"
"Cairu","8.20613819136714","2011-12-31"
"Ivaí","6.31775700934579","2011-12-31"
"Imperatriz","8.52941794033378","2011-12-31"
"Ibotirama","9.35250279730614","2011-12-31"
"Mazagão","1.7134364892036","2011-12-31"
"Salesópolis","5.40820165537999","2011-12-31"
"Maringá","5.49000140018584","2011-12-31"
"Padre Bernardo","5.75929069986795","2011-12-31"
"Rio de Contas","9.84725381865453","2011-12-31"
"Maximiliano de Almeida","10","2011-12-31"
"Recursolândia","3.62165963431786","2011-12-31"
"Chapadão do Sul","10","2011-12-31"
"Pombal","9.73511762056289","2011-12-31"
"Tapauá","5.86796145739235","2011-12-31"
"Acaraú","7.68393852849177","2011-12-31"
"Paulistânia","6.21326616288833","2011-12-31"
"Motuca","5.69909622541202","2011-12-31"
"Paulo Ramos","5.218945487042","2011-12-31"
"Serrita","3.93839383938394","2011-12-31"
"Icaraí de Minas","5.28261116797453","2011-12-31"
"Nova Santa Rita","7.56041582287026","2011-12-31"
"Valparaíso de Goiás","6.95427817112685","2011-12-31"
"Guarujá","5.28648949701581","2011-12-31"
"Cachoeirinha","5.6230203468084","2011-12-31"
"Choró","9.25066779136792","2011-12-31"
"Cruzmaltina","8.04444444444444","2011-12-31"
"Gameleira","3.6819360414866","2011-12-31"
"Arroio do Meio","7.18207825765965","2011-12-31"
"Araranguá","9.27327482732101","2011-12-31"
"Marechal Thaumaturgo","6.34920634920635","2011-12-31"
"Chã de Alegria","3.96598315053251","2011-12-31"
"Tuntum","3.68694263276987","2011-12-31"
"Cardoso Moreira","5.40133656458838","2011-12-31"
"Nova Módica","9.38720538720539","2011-12-31"
"Água Santa","8.22145505689809","2011-12-31"
"Bela Vista de Minas","8.69886075365527","2011-12-31"
"Seringueiras","10","2011-12-31"
"Boa Viagem","10","2011-12-31"
"Barra do Mendes","6.89882754872273","2011-12-31"
"Entre Rios do Sul","10","2011-12-31"
"Abaetetuba","3.9907926567797","2011-12-31"
"São Miguel das Matas","8.7459965508746","2011-12-31"
"Piratuba","10","2011-12-31"
"Cássia","8.84875474187696","2011-12-31"
"Anicuns","2.92266084861708","2011-12-31"
"Sapucaia do Sul","3.99592313918283","2011-12-31"
"Cruzeiro do Iguaçu","9.70507544581619","2011-12-31"
"Santa Maria do Pará","4.46392985253089","2011-12-31"
"Baía da Traição","10","2011-12-31"
"Taquarana","5.92203898050975","2011-12-31"
"Parnamirim","4.77873128049806","2011-12-31"
"Governador Lindenberg","10","2011-12-31"
"Sombrio","8.64613083095335","2011-12-31"
"Batalha","9.66909821334179","2011-12-31"
"Santana de Parnaíba","9.27584696843027","2011-12-31"
"Santa Rosa do Sul","10","2011-12-31"
"Campo do Tenente","8.50831146106737","2011-12-31"
"Esperança do Sul","10","2011-12-31"
"Rio Real","9.43388091234424","2011-12-31"
"Tupã","7.79473766661899","2011-12-31"
"Duartina","8.72678370224985","2011-12-31"
"Brotas de Macaúbas","3.31740539352996","2011-12-31"
"Miranda do Norte","0.478658092443445","2011-12-31"
"Pontão","10","2011-12-31"
"Imaruí","8.90227576974565","2011-12-31"
"Tunápolis","10","2011-12-31"
"Camanducaia","6.76367375220725","2011-12-31"
"Bagé","5.19448404832833","2011-12-31"
"Cruzeiro do Sul","6.43546130623665","2011-12-31"
"Taquarussu","10","2011-12-31"
"Santa Lúcia","5.21470605372021","2011-12-31"
"Conceição do Lago-Açu","1.96394942157654","2011-12-31"
"Senador Pompeu","9.45903872348706","2011-12-31"
"Ribeirão do Largo","7.48121309715513","2011-12-31"
"Cromínia","7.00934579439252","2011-12-31"
"Boa Nova","5.61155524659174","2011-12-31"
"Barrolândia","7.71230502599653","2011-12-31"
"Alvorada do Gurguéia","10","2011-12-31"
"Marcos Parente","9.52716179748915","2011-12-31"
"Santa Maria Madalena","0.331465919701214","2011-12-31"
"Pitanga","8.55861682404174","2011-12-31"
"São Manoel do Paraná","10","2011-12-31"
"Santana","4.93986681244409","2011-12-31"
"Diamante","5.48636548636549","2011-12-31"
"Areiópolis","7.65911542610572","2011-12-31"
"Três Barras do Paraná","9.62464706859326","2011-12-31"
"Quedas do Iguaçu","10","2011-12-31"
"Conde","10","2011-12-31"
"Pinhal","10","2011-12-31"
"São Domingos","8.34220802271921","2011-12-31"
"Morro da Fumaça","8.0523869877482","2011-12-31"
"Barcelona","10","2011-12-31"
"Granja","2.42390791909575","2011-12-31"
"Rolândia","7.52600077376482","2011-12-31"
"Magda","4.0981240981241","2011-12-31"
"Protásio Alves","10","2011-12-31"
"Guaraqueçaba","8.34381551362683","2011-12-31"
"Rosário do Catete","7.0754471036029","2011-12-31"
"Nantes","10","2011-12-31"
"Maués","4.24640816552948","2011-12-31"
"Canarana","10","2011-12-31"
"Tibagi","5.70749108204518","2011-12-31"
"Serra Negra","3.99580963783298","2011-12-31"
"Santa Luzia do Pará","4.5808692387121","2011-12-31"
"Santo Antônio do Descoberto","5.12572685840013","2011-12-31"
"Jatobá","8.03722504230118","2011-12-31"
"Canabrava do Norte","7.88166214995483","2011-12-31"
"Coronel José Dias","9.29874437337124","2011-12-31"
"Chapada de Areia","8.07017543859649","2011-12-31"
"Barra do Chapéu","10","2011-12-31"
"Carneiros","3.90225276823215","2011-12-31"
"Josenópolis","8.94173272145738","2011-12-31"
"Governador Edison Lobão","5.78176766057497","2011-12-31"
"Normandia","7.85930200604562","2011-12-31"
"Sapopema","7.92678314802209","2011-12-31"
"Ibipeba","10","2011-12-31"
"Mirinzal","0.225225225225225","2011-12-31"
"Ponta Grossa","5.19252732909121","2011-12-31"
"Doutor Ricardo","10","2011-12-31"
"Jaguapitã","7.85935113792975","2011-12-31"
"Sapé","8.19111595255386","2011-12-31"
"Melgaço","1.64195759604655","2011-12-31"
"Santa Cruz do Sul","8.00715889354852","2011-12-31"
"Santana do Paraíso","8.81061766207249","2011-12-31"
"Simplício Mendes","7.28646433602254","2011-12-31"
"Silves","2.42015968063872","2011-12-31"
"Amapá do Maranhão","2.67848049699562","2011-12-31"
"Ponte Alta do Norte","10","2011-12-31"
"América Dourada","10","2011-12-31"
"São José do Rio Claro","6.16780045351474","2011-12-31"
"Salgueiro","8.42920997646063","2011-12-31"
"Teofilândia","4.32156374760201","2011-12-31"
"Guaratuba","6.49810035372724","2011-12-31"
"São João da Boa Vista","6.20363206044331","2011-12-31"
"Santa Maria do Herval","10","2011-12-31"
"Araruna","7.81113816006973","2011-12-31"
"Ouro Branco","6.55806182121971","2011-12-31"
"Conde","8.14527771445939","2011-12-31"
"Bela Vista de Goiás","5.26059516452235","2011-12-31"
"Ventania","8.08590960106112","2011-12-31"
"Manari","1.11294160717554","2011-12-31"
"Açu","6.76554774915431","2011-12-31"
"Lagoa do Tocantins","5.51082483449633","2011-12-31"
"Salgadinho","1.82727751448131","2011-12-31"
"Caturité","10","2011-12-31"
"Buenos Aires","8.05486185436239","2011-12-31"
"Taquaritinga do Norte","3.70235420335621","2011-12-31"
"Aroazes","10","2011-12-31"
"Capão Alto","7.64331210191083","2011-12-31"
"Vista Gaúcha","10","2011-12-31"
"Codajás","2.15374711029175","2011-12-31"
"Águas de São Pedro","9.02467295909919","2011-12-31"
"Espigão D'Oeste","9.9557749665741","2011-12-31"
"São Miguel do Tocantins","5.77363428197579","2011-12-31"
"Santo Antônio do Leste","10","2011-12-31"
"Ribeirão Bonito","6.56784767413835","2011-12-31"
"São João do Sul","10","2011-12-31"
"Tobias Barreto","10","2011-12-31"
"Xambioá","6.38267960073106","2011-12-31"
"Pilar","5.33086017613705","2011-12-31"
"Sanharó","6.24384384384384","2011-12-31"
"Umbaúba","10","2011-12-31"
"Catolé do Rocha","10","2011-12-31"
"Estrela","6.24027188736095","2011-12-31"
"Vila Rica","9.76716506732128","2011-12-31"
"Deputado Irapuan Pinheiro","10","2011-12-31"
"Estrela do Norte","9.47444989998182","2011-12-31"
"Santa Maria das Barreiras","0.113174888489448","2011-12-31"
"José Boiteux","4.34930343187224","2011-12-31"
"Alvorada","6.14619883040936","2011-12-31"
"Buriti dos Montes","8.82396340563671","2011-12-31"
"Rio Bom","10","2011-12-31"
"Caapiranga","3.48097238131602","2011-12-31"
"Guararema","9.08029506978719","2011-12-31"
"Santa Quitéria do Maranhão","6.56714463432201","2011-12-31"
"São Félix do Tocantins","2.91120815138282","2011-12-31"
"Rio de Janeiro","2.58883469307862","2011-12-31"
"Chaves","0.891931134619374","2011-12-31"
"Boracéia","4.95848970772205","2011-12-31"
"Sertãozinho","5.18558193973298","2011-12-31"
"Blumenau","6.98818594241066","2011-12-31"
"Juripiranga","10","2011-12-31"
"São Francisco do Sul","6.91305100892007","2011-12-31"
"Goianésia","7.37174982431483","2011-12-31"
"Francisco Badaró","10","2011-12-31"
"Lavras do Sul","4.78529839883552","2011-12-31"
"Ibirama","2.08580232282531","2011-12-31"
"Triunfo","6.16640611429564","2011-12-31"
"Dona Emma","5.09315105213778","2011-12-31"
"Maravilha","9.65040058266569","2011-12-31"
"Quixelô","9.65713126394806","2011-12-31"
"Santa Rita do Novo Destino","3.88966372229971","2011-12-31"
"Armazém","9.75834716841911","2011-12-31"
"São José do Belmonte","3.52935278487993","2011-12-31"
"Pedra Preta","2.30545824725291","2011-12-31"
"Brejo Grande do Araguaia","0.1043673731535","2011-12-31"
"Morro do Chapéu","7.10839954597049","2011-12-31"
"Itaqui","10","2011-12-31"
"Piracanjuba","7.91189031242976","2011-12-31"
"Itatira","8.93669974129744","2011-12-31"
"Bandeirantes","9.03245102437566","2011-12-31"
"Sertão","7.07262255934822","2011-12-31"
"São José do Rio Pardo","6.74939622835414","2011-12-31"
"Hidrolândia","8.26154729674296","2011-12-31"
"Romaria","7.46812386156648","2011-12-31"
"Nossa Senhora do Livramento","7.4904214559387","2011-12-31"
"São Sebastião da Boa Vista","0.90041900686458","2011-12-31"
"Nova Brasilândia D'Oeste","10","2011-12-31"
"Monte do Carmo","7.88113695090439","2011-12-31"
"Nova Pádua","4.79754365764728","2011-12-31"
"Soure","2.49066591048726","2011-12-31"
"Igaratá","0.427967688439523","2011-12-31"
"Morro Grande","8.18363273453094","2011-12-31"
"Novo Machado","10","2011-12-31"
"Balsas","8.09545596201919","2011-12-31"
"Divinópolis de Goiás","6.4728921871779","2011-12-31"
"Dois Vizinhos","8.44079572149748","2011-12-31"
"Governador Celso Ramos","4.2967029243333","2011-12-31"
"Santa Maria de Jetibá","10","2011-12-31"
"Tapejara","5.32327860506555","2011-12-31"
"Sinimbu","9.08593322386426","2011-12-31"
"Cruzeiro","3.99138655939638","2011-12-31"
"Lassance","8.91089108910891","2011-12-31"
"Monte Alegre dos Campos","9.13764510779436","2011-12-31"
"Buriti Bravo","0.37225302936948","2011-12-31"
"São Jerônimo da Serra","8.29324169530355","2011-12-31"
"Candiota","6.62455458373826","2011-12-31"
"Rio Preto da Eva","5.9848432813609","2011-12-31"
"Cerro Corá","7.62192056309703","2011-12-31"
"Juru","10","2011-12-31"
"Humaitá","5.9818968909878","2011-12-31"
"Nova Russas","7.13343480466768","2011-12-31"
"Brejinho de Nazaré","7.40378343118069","2011-12-31"
"Macuco","5.70243649559357","2011-12-31"
"São Sebastião do Rio Preto","9.43980191891056","2011-12-31"
"Visconde do Rio Branco","5.62512635722525","2011-12-31"
"Eugênio de Castro","10","2011-12-31"
"Abel Figueiredo","5.65745496046303","2011-12-31"
"Uruana","4.15574327604622","2011-12-31"
"Heliodora","8.54051565377532","2011-12-31"
"Promissão","5.21405190855434","2011-12-31"
"Augusto Severo","9.46864914707238","2011-12-31"
"Catu","5.02227313223877","2011-12-31"
"Nazaré da Mata","2.95990363104457","2011-12-31"
"Herval d'Oeste","7.37829350968037","2011-12-31"
"Itacajá","4.74204889215927","2011-12-31"
"Clementina","9.90776768986886","2011-12-31"
"Sítio do Quinto","6.94930636587579","2011-12-31"
"Cássia dos Coqueiros","10","2011-12-31"
"Santa Clara d'Oeste","10","2011-12-31"
"Bujari","8.64594498035012","2011-12-31"
"General Sampaio","9.1889771501422","2011-12-31"
"União da Serra","9.07172995780591","2011-12-31"
"São José do Calçado","4.07100046104195","2011-12-31"
"Cruz das Almas","4.15011914217633","2011-12-31"
"Mariápolis","7.09627924817798","2011-12-31"
"Delfinópolis","8.72763278874036","2011-12-31"
"Santa Cruz","4.92247893370462","2011-12-31"
"Porto Amazonas","10","2011-12-31"
"São Domingos do Norte","4.73071324599709","2011-12-31"
"Nova Cruz","5.2918687761609","2011-12-31"
"Ocara","10","2011-12-31"
"Urussanga","8.17055640115001","2011-12-31"
"Cachoeira Dourada","2.53920419666276","2011-12-31"
"Caldas Novas","6.67033203149686","2011-12-31"
"Pimenta","10","2011-12-31"
"Eldorado do Sul","6.25576918005116","2011-12-31"
"Caçu","10","2011-12-31"
"Campos Borges","9.51079885506115","2011-12-31"
"Alto Alegre","9.11418330773169","2011-12-31"
"São José do Egito","9.78873685544153","2011-12-31"
"Goiás","4.63007329322614","2011-12-31"
"Vitória da Conquista","4.4922635881606","2011-12-31"
"Guia Lopes da Laguna","6.73137283306775","2011-12-31"
"Paramoti","6.46232439335888","2011-12-31"
"Campo Largo do Piauí","10","2011-12-31"
"Itirapina","6.33221850613155","2011-12-31"
"Tarauacá","10","2011-12-31"
"Presidente Kubitschek","10","2011-12-31"
"Manoel Vitorino","6.09959494877293","2011-12-31"
"Jambeiro","3.8568982607912","2011-12-31"
"Corumbataí","8.58246138515197","2011-12-31"
"Andorinha","7.17450027012426","2011-12-31"
"São Sebastião do Rio Verde","10","2011-12-31"
"Cachoeiras de Macacu","0.564901349948079","2011-12-31"
"Itambé","5.05908312284063","2011-12-31"
"Santa Albertina","10","2011-12-31"
"Chapada da Natividade","9.46150929086083","2011-12-31"
"Triunfo","8.92741382823063","2011-12-31"
"Francisco Beltrão","8.09400964697977","2011-12-31"
"Coroatá","1.25204530867211","2011-12-31"
"São Vicente Ferrer","10","2011-12-31"
"Dom Pedro de Alcântara","10","2011-12-31"
"Guariba","6.16451854479524","2011-12-31"
"Nova Fátima","3.45113021330786","2011-12-31"
"Matões","2.93806299558591","2011-12-31"
"São Valério","10","2011-12-31"
"Canas","5.84146204731472","2011-12-31"
"Arapuã","7.51796572692095","2011-12-31"
"Ilha das Flores","4.06487232574189","2011-12-31"
"Rialma","7.52701631409855","2011-12-31"
"Uruçuca","4.68990729860295","2011-12-31"
"Tucumã","5.35870829946285","2011-12-31"
"Matias Olímpio","5.98980220765395","2011-12-31"
"Jaguariúna","10","2011-12-31"
"Eusébio","10","2011-12-31"
